MAP,MAP Name,Molecule
map00410,beta-Alanine metabolism,4.2.1.17
map00410,beta-Alanine metabolism,1.3.1.2
map00410,beta-Alanine metabolism,1.2.1.27
map00410,beta-Alanine metabolism,1.2.1.8
map00410,beta-Alanine metabolism,1.5.3.-
map00410,beta-Alanine metabolism,4.1.1.11
map00410,beta-Alanine metabolism,2.6.1.22
map00410,beta-Alanine metabolism,1.1.1.35
map00410,beta-Alanine metabolism,1.1.1.211
map00410,beta-Alanine metabolism,5.3.3.8
map00430,Taurine and hypotaurine metabolism,C00022
map00430,Taurine and hypotaurine metabolism,C00024
map00430,Taurine and hypotaurine metabolism,C00025
map00430,Taurine and hypotaurine metabolism,C00026
map00430,Taurine and hypotaurine metabolism,C00033
map00430,Taurine and hypotaurine metabolism,C00041
map00430,Taurine and hypotaurine metabolism,C00084
map00430,Taurine and hypotaurine metabolism,C00094
map00430,Taurine and hypotaurine metabolism,C00097
map00430,Taurine and hypotaurine metabolism,C00227
map00430,Taurine and hypotaurine metabolism,C00245
map00430,Taurine and hypotaurine metabolism,C00506
map00430,Taurine and hypotaurine metabolism,C00519
map00430,Taurine and hypotaurine metabolism,C00593
map00430,Taurine and hypotaurine metabolism,C00606
map00430,Taurine and hypotaurine metabolism,C01678
map00430,Taurine and hypotaurine metabolism,C01959
map00430,Taurine and hypotaurine metabolism,C03149
map00430,Taurine and hypotaurine metabolism,C05122
map00430,Taurine and hypotaurine metabolism,C05123
map00430,Taurine and hypotaurine metabolism,C05844
map00430,Taurine and hypotaurine metabolism,C06735
map00430,Taurine and hypotaurine metabolism,C14179
map00430,Taurine and hypotaurine metabolism,C19685
map00430,Taurine and hypotaurine metabolism,2.3.1.65
map00430,Taurine and hypotaurine metabolism,1.13.11.20
map00430,Taurine and hypotaurine metabolism,1.14.13.8
map00430,Taurine and hypotaurine metabolism,4.1.1.15
map00430,Taurine and hypotaurine metabolism,2.3.2.2
map00430,Taurine and hypotaurine metabolism,1.13.11.19
map00430,Taurine and hypotaurine metabolism,4.1.1.29
map00430,Taurine and hypotaurine metabolism,3.1.2.2
map00430,Taurine and hypotaurine metabolism,1.8.1.-
map00430,Taurine and hypotaurine metabolism,3.4.19.13
map00430,Taurine and hypotaurine metabolism,4.1.1.11
map00430,Taurine and hypotaurine metabolism,3.4.19.14
map00440,Phosphonate and phosphinate metabolism,C00022
map00440,Phosphonate and phosphinate metabolism,C00033
map00440,Phosphonate and phosphinate metabolism,C00037
map00440,Phosphonate and phosphinate metabolism,C00058
map00440,Phosphonate and phosphinate metabolism,C00074
map00440,Phosphonate and phosphinate metabolism,C00084
map00440,Phosphonate and phosphinate metabolism,C00117
map00440,Phosphonate and phosphinate metabolism,C01151
map00440,Phosphonate and phosphinate metabolism,C01438
map00440,Phosphonate and phosphinate metabolism,C02798
map00440,Phosphonate and phosphinate metabolism,C03167
map00440,Phosphonate and phosphinate metabolism,C03557
map00440,Phosphonate and phosphinate metabolism,C04650
map00440,Phosphonate and phosphinate metabolism,C05672
map00440,Phosphonate and phosphinate metabolism,C05673
map00440,Phosphonate and phosphinate metabolism,C05674
map00440,Phosphonate and phosphinate metabolism,C05675
map00440,Phosphonate and phosphinate metabolism,C05676
map00440,Phosphonate and phosphinate metabolism,C05677
map00440,Phosphonate and phosphinate metabolism,C05678
map00440,Phosphonate and phosphinate metabolism,C05679
map00440,Phosphonate and phosphinate metabolism,C05680
map00440,Phosphonate and phosphinate metabolism,C05681
map00440,Phosphonate and phosphinate metabolism,C05682
map00440,Phosphonate and phosphinate metabolism,C05683
map00440,Phosphonate and phosphinate metabolism,C06367
map00440,Phosphonate and phosphinate metabolism,C06368
map00440,Phosphonate and phosphinate metabolism,C06451
map00440,Phosphonate and phosphinate metabolism,C06455
map00440,Phosphonate and phosphinate metabolism,C06456
map00440,Phosphonate and phosphinate metabolism,C06457
map00440,Phosphonate and phosphinate metabolism,C06459
map00440,Phosphonate and phosphinate metabolism,C17940
map00440,Phosphonate and phosphinate metabolism,C17941
map00440,Phosphonate and phosphinate metabolism,C17942
map00440,Phosphonate and phosphinate metabolism,C17943
map00440,Phosphonate and phosphinate metabolism,C17944
map00440,Phosphonate and phosphinate metabolism,C17945
map00440,Phosphonate and phosphinate metabolism,C17947
map00440,Phosphonate and phosphinate metabolism,C17948
map00440,Phosphonate and phosphinate metabolism,C17949
map00440,Phosphonate and phosphinate metabolism,C17950
map00440,Phosphonate and phosphinate metabolism,C17951
map00440,Phosphonate and phosphinate metabolism,C17952
map00440,Phosphonate and phosphinate metabolism,C17960
map00440,Phosphonate and phosphinate metabolism,C17961
map00440,Phosphonate and phosphinate metabolism,C17962
map00440,Phosphonate and phosphinate metabolism,C20396
map00440,Phosphonate and phosphinate metabolism,C20422
map00440,Phosphonate and phosphinate metabolism,C20423
map00440,Phosphonate and phosphinate metabolism,C20440
map00440,Phosphonate and phosphinate metabolism,C20986
map00440,Phosphonate and phosphinate metabolism,C21372
map00440,Phosphonate and phosphinate metabolism,C21403
map00440,Phosphonate and phosphinate metabolism,C21404
map00440,Phosphonate and phosphinate metabolism,C21613
map00440,Phosphonate and phosphinate metabolism,2.7.7.15
map00440,Phosphonate and phosphinate metabolism,2.7.8.2
map00440,Phosphonate and phosphinate metabolism,2.7.8.1
map00440,Phosphonate and phosphinate metabolism,2.7.7.14
map00450,Selenocompound metabolism,C00017
map00450,Selenocompound metabolism,C00041
map00450,Selenocompound metabolism,C01528
map00450,Selenocompound metabolism,C02535
map00450,Selenocompound metabolism,C05172
map00450,Selenocompound metabolism,C05335
map00450,Selenocompound metabolism,C05336
map00450,Selenocompound metabolism,C05684
map00450,Selenocompound metabolism,C05686
map00450,Selenocompound metabolism,C05688
map00450,Selenocompound metabolism,C05689
map00450,Selenocompound metabolism,C05690
map00450,Selenocompound metabolism,C05695
map00450,Selenocompound metabolism,C05697
map00450,Selenocompound metabolism,C05698
map00450,Selenocompound metabolism,C05699
map00450,Selenocompound metabolism,C05703
map00450,Selenocompound metabolism,C06481
map00450,Selenocompound metabolism,C06482
map00450,Selenocompound metabolism,C16638
map00450,Selenocompound metabolism,C18870
map00450,Selenocompound metabolism,C18871
map00450,Selenocompound metabolism,C18872
map00450,Selenocompound metabolism,C18893
map00450,Selenocompound metabolism,C18902
map00450,Selenocompound metabolism,C18904
map00450,Selenocompound metabolism,C18905
map00450,Selenocompound metabolism,4.4.1.1
map00450,Selenocompound metabolism,2.7.9.3
map00450,Selenocompound metabolism,2.9.1.2
map00450,Selenocompound metabolism,6.1.1.10
map00450,Selenocompound metabolism,2.7.1.164
map00450,Selenocompound metabolism,2.1.1.49
map00450,Selenocompound metabolism,2.6.1.7
map00450,Selenocompound metabolism,1.8.1.9
map00450,Selenocompound metabolism,2.1.1.13
map00450,Selenocompound metabolism,2.7.7.4
map00450,Selenocompound metabolism,4.4.1.16
map00450,Selenocompound metabolism,2.1.1.96
map00450,Selenocompound metabolism,4.4.1.13
map00450,Selenocompound metabolism,2.7.1.25
map00450,Selenocompound metabolism,2.6.1.64
map00470,D-Amino acid metabolism,C00022
map00470,D-Amino acid metabolism,C00025
map00470,D-Amino acid metabolism,C00026
map00470,D-Amino acid metabolism,C00036
map00470,D-Amino acid metabolism,C00037
map00470,D-Amino acid metabolism,C00041
map00470,D-Amino acid metabolism,C00047
map00470,D-Amino acid metabolism,C00049
map00470,D-Amino acid metabolism,C00062
map00470,D-Amino acid metabolism,C00064
map00470,D-Amino acid metabolism,C00065
map00470,D-Amino acid metabolism,C00073
map00470,D-Amino acid metabolism,C00077
map00470,D-Amino acid metabolism,C00079
map00470,D-Amino acid metabolism,C00084
map00470,D-Amino acid metabolism,C00097
map00470,D-Amino acid metabolism,C00133
map00470,D-Amino acid metabolism,C00134
map00470,D-Amino acid metabolism,C00135
map00470,D-Amino acid metabolism,C00148
map00470,D-Amino acid metabolism,C00166
map00470,D-Amino acid metabolism,C00188
map00470,D-Amino acid metabolism,C00217
map00470,D-Amino acid metabolism,C00402
map00470,D-Amino acid metabolism,C00431
map00470,D-Amino acid metabolism,C00433
map00470,D-Amino acid metabolism,C00515
map00470,D-Amino acid metabolism,C00624
map00470,D-Amino acid metabolism,C00666
map00470,D-Amino acid metabolism,C00680
map00470,D-Amino acid metabolism,C00692
map00470,D-Amino acid metabolism,C00739
map00470,D-Amino acid metabolism,C00740
map00470,D-Amino acid metabolism,C00763
map00470,D-Amino acid metabolism,C00792
map00470,D-Amino acid metabolism,C00793
map00470,D-Amino acid metabolism,C00819
map00470,D-Amino acid metabolism,C00820
map00470,D-Amino acid metabolism,C00855
map00470,D-Amino acid metabolism,C00993
map00470,D-Amino acid metabolism,C01110
map00470,D-Amino acid metabolism,C01157
map00470,D-Amino acid metabolism,C01180
map00470,D-Amino acid metabolism,C01667
map00470,D-Amino acid metabolism,C01672
map00470,D-Amino acid metabolism,C01726
map00470,D-Amino acid metabolism,C02237
map00470,D-Amino acid metabolism,C02265
map00470,D-Amino acid metabolism,C02855
map00470,D-Amino acid metabolism,C03239
map00470,D-Amino acid metabolism,C03341
map00470,D-Amino acid metabolism,C03440
map00470,D-Amino acid metabolism,C03564
map00470,D-Amino acid metabolism,C03771
map00470,D-Amino acid metabolism,C03933
map00470,D-Amino acid metabolism,C03943
map00470,D-Amino acid metabolism,C04260
map00470,D-Amino acid metabolism,C04282
map00470,D-Amino acid metabolism,C04457
map00470,D-Amino acid metabolism,C05161
map00470,D-Amino acid metabolism,C05620
map00470,D-Amino acid metabolism,C05825
map00470,D-Amino acid metabolism,C05939
map00470,D-Amino acid metabolism,C05941
map00470,D-Amino acid metabolism,C05942
map00470,D-Amino acid metabolism,C06419
map00470,D-Amino acid metabolism,C22024
map00470,D-Amino acid metabolism,C22025
map00470,D-Amino acid metabolism,C22611
map00470,D-Amino acid metabolism,1.4.3.3
map00470,D-Amino acid metabolism,3.5.1.2
map00470,D-Amino acid metabolism,4.2.1.48
map00470,D-Amino acid metabolism,5.1.1.18
map00470,D-Amino acid metabolism,1.4.3.1
map00480,Glutathione metabolism,C00005
map00480,Glutathione metabolism,C00006
map00480,Glutathione metabolism,C00024
map00480,Glutathione metabolism,C00025
map00480,Glutathione metabolism,C00037
map00480,Glutathione metabolism,C00051
map00480,Glutathione metabolism,C00072
map00480,Glutathione metabolism,C00077
map00480,Glutathione metabolism,C00097
map00480,Glutathione metabolism,C00127
map00480,Glutathione metabolism,C00134
map00480,Glutathione metabolism,C00151
map00480,Glutathione metabolism,C00315
map00480,Glutathione metabolism,C00669
map00480,Glutathione metabolism,C00750
map00480,Glutathione metabolism,C01322
map00480,Glutathione metabolism,C01419
map00480,Glutathione metabolism,C01672
map00480,Glutathione metabolism,C01879
map00480,Glutathione metabolism,C02090
map00480,Glutathione metabolism,C02320
map00480,Glutathione metabolism,C03170
map00480,Glutathione metabolism,C03646
map00480,Glutathione metabolism,C03740
map00480,Glutathione metabolism,C05422
map00480,Glutathione metabolism,C05726
map00480,Glutathione metabolism,C05727
map00480,Glutathione metabolism,C05729
map00480,Glutathione metabolism,C05730
map00480,Glutathione metabolism,C16562
map00480,Glutathione metabolism,C16563
map00480,Glutathione metabolism,C16564
map00480,Glutathione metabolism,C16565
map00480,Glutathione metabolism,C16566
map00480,Glutathione metabolism,C16567
map00480,Glutathione metabolism,C16568
map00480,Glutathione metabolism,C16663
map00480,Glutathione metabolism,C16664
map00480,Glutathione metabolism,2.5.1.18
map00480,Glutathione metabolism,2.3.1.80
map00480,Glutathione metabolism,4.3.2.9
map00480,Glutathione metabolism,1.1.1.44
map00480,Glutathione metabolism,1.11.1.7
map00480,Glutathione metabolism,1.1.1.49
map00480,Glutathione metabolism,2.3.2.2
map00480,Glutathione metabolism,6.3.2.2
map00480,Glutathione metabolism,1.11.1.9
map00480,Glutathione metabolism,1.8.1.7
map00480,Glutathione metabolism,6.3.2.3
map00480,Glutathione metabolism,1.1.1.42
map00480,Glutathione metabolism,3.4.11.2
map00480,Glutathione metabolism,4.1.1.17
map00480,Glutathione metabolism,1.17.4.1
map00480,Glutathione metabolism,2.5.1.22
map00480,Glutathione metabolism,2.5.1.16
map00480,Glutathione metabolism,5.3.99.2
map00480,Glutathione metabolism,1.11.1.12
map00480,Glutathione metabolism,1.8.4.2
map00480,Glutathione metabolism,3.4.11.1
map00480,Glutathione metabolism,4.3.2.7
map00480,Glutathione metabolism,3.5.2.9
map00480,Glutathione metabolism,2.3.1.-
map00480,Glutathione metabolism,1.1.1.343
map00480,Glutathione metabolism,1.11.1.27
map00480,Glutathione metabolism,1.1.1.363
map00480,Glutathione metabolism,3.4.19.13
map00480,Glutathione metabolism,3.4.11.5
map00480,Glutathione metabolism,3.1.1.-
map00480,Glutathione metabolism,3.4.19.14
map00510,N-Glycan biosynthesis,C00096
map00510,N-Glycan biosynthesis,C00110
map00510,N-Glycan biosynthesis,C00381
map00510,N-Glycan biosynthesis,C00621
map00510,N-Glycan biosynthesis,C01246
map00510,N-Glycan biosynthesis,C03021
map00510,N-Glycan biosynthesis,C03862
map00510,N-Glycan biosynthesis,C06081
map00510,N-Glycan biosynthesis,2.4.1.259
map00510,N-Glycan biosynthesis,2.4.1.145
map00510,N-Glycan biosynthesis,2.4.1.155
map00510,N-Glycan biosynthesis,2.7.8.15
map00510,N-Glycan biosynthesis,2.4.1.83
map00510,N-Glycan biosynthesis,3.2.1.114
map00510,N-Glycan biosynthesis,3.2.1.207
map00510,N-Glycan biosynthesis,2.4.1.22
map00510,N-Glycan biosynthesis,2.4.99.18
map00510,N-Glycan biosynthesis,3.2.1.113
map00510,N-Glycan biosynthesis,2.4.1.101
map00510,N-Glycan biosynthesis,2.4.1.144
map00510,N-Glycan biosynthesis,2.4.3.1
map00510,N-Glycan biosynthesis,2.4.1.131
map00510,N-Glycan biosynthesis,2.4.1.142
map00510,N-Glycan biosynthesis,2.4.1.258
map00510,N-Glycan biosynthesis,2.4.1.143
map00510,N-Glycan biosynthesis,2.4.1.260
map00510,N-Glycan biosynthesis,3.2.1.209
map00510,N-Glycan biosynthesis,2.7.1.108
map00510,N-Glycan biosynthesis,2.4.1.-
map00510,N-Glycan biosynthesis,2.4.1.141
map00510,N-Glycan biosynthesis,2.4.1.267
map00510,N-Glycan biosynthesis,2.4.1.256
map00510,N-Glycan biosynthesis,2.4.1.265
map00510,N-Glycan biosynthesis,2.4.1.68
map00510,N-Glycan biosynthesis,2.4.1.132
map00510,N-Glycan biosynthesis,3.6.1.43
map00510,N-Glycan biosynthesis,1.3.1.22
map00510,N-Glycan biosynthesis,2.4.1.90
map00510,N-Glycan biosynthesis,3.2.1.106
map00510,N-Glycan biosynthesis,2.4.1.117
map00510,N-Glycan biosynthesis,2.4.1.201
map00510,N-Glycan biosynthesis,2.4.1.261
map00510,N-Glycan biosynthesis,2.4.1.257
map00510,N-Glycan biosynthesis,1.3.1.94
map00510,N-Glycan biosynthesis,2.4.1.38
map00513,Various types of N-glycan biosynthesis,2.4.1.259
map00513,Various types of N-glycan biosynthesis,2.4.1.145
map00513,Various types of N-glycan biosynthesis,3.2.1.114
map00513,Various types of N-glycan biosynthesis,2.4.1.22
map00513,Various types of N-glycan biosynthesis,3.2.1.52
map00513,Various types of N-glycan biosynthesis,2.4.99.18
map00513,Various types of N-glycan biosynthesis,3.2.1.113
map00513,Various types of N-glycan biosynthesis,2.4.1.101
map00513,Various types of N-glycan biosynthesis,2.4.3.6
map00513,Various types of N-glycan biosynthesis,2.4.1.131
map00513,Various types of N-glycan biosynthesis,2.4.1.142
map00513,Various types of N-glycan biosynthesis,2.4.1.258
map00513,Various types of N-glycan biosynthesis,2.4.1.143
map00513,Various types of N-glycan biosynthesis,2.4.1.260
map00513,Various types of N-glycan biosynthesis,3.2.1.209
map00513,Various types of N-glycan biosynthesis,2.4.1.141
map00513,Various types of N-glycan biosynthesis,2.4.1.244
map00513,Various types of N-glycan biosynthesis,2.4.1.68
map00513,Various types of N-glycan biosynthesis,2.4.1.132
map00513,Various types of N-glycan biosynthesis,2.4.1.90
map00513,Various types of N-glycan biosynthesis,2.4.1.201
map00513,Various types of N-glycan biosynthesis,2.8.2.-
map00513,Various types of N-glycan biosynthesis,2.4.1.261
map00513,Various types of N-glycan biosynthesis,2.4.1.257
map00513,Various types of N-glycan biosynthesis,2.4.1.38
map00513,Various types of N-glycan biosynthesis,2.4.1.-
map00512,Mucin type O-glycan biosynthesis,C02189
map00512,Mucin type O-glycan biosynthesis,2.4.1.41
map00512,Mucin type O-glycan biosynthesis,2.4.1.102
map00512,Mucin type O-glycan biosynthesis,2.4.3.2
map00512,Mucin type O-glycan biosynthesis,2.4.3.3
map00512,Mucin type O-glycan biosynthesis,2.4.3.7
map00512,Mucin type O-glycan biosynthesis,2.4.1.-
map00512,Mucin type O-glycan biosynthesis,2.4.1.147
map00512,Mucin type O-glycan biosynthesis,2.4.1.274
map00512,Mucin type O-glycan biosynthesis,2.4.1.146
map00512,Mucin type O-glycan biosynthesis,2.4.1.122
map00512,Mucin type O-glycan biosynthesis,2.4.3.4
map00512,Mucin type O-glycan biosynthesis,2.4.1.149
map00515,Mannose type O-glycan biosynthesis,C00063
map00515,Mannose type O-glycan biosynthesis,C00789
map00515,Mannose type O-glycan biosynthesis,C01068
map00515,Mannose type O-glycan biosynthesis,C02189
map00515,Mannose type O-glycan biosynthesis,2.4.1.-
map00515,Mannose type O-glycan biosynthesis,2.4.1.152
map00515,Mannose type O-glycan biosynthesis,2.4.1.22
map00515,Mannose type O-glycan biosynthesis,2.4.2.-
map00515,Mannose type O-glycan biosynthesis,2.4.3.6
map00515,Mannose type O-glycan biosynthesis,2.4.1.312
map00515,Mannose type O-glycan biosynthesis,2.4.2.61
map00515,Mannose type O-glycan biosynthesis,2.4.1.109
map00515,Mannose type O-glycan biosynthesis,2.7.8.-
map00515,Mannose type O-glycan biosynthesis,2.4.1.135
map00515,Mannose type O-glycan biosynthesis,2.4.1.90
map00515,Mannose type O-glycan biosynthesis,2.7.1.183
map00515,Mannose type O-glycan biosynthesis,2.7.7.40
map00515,Mannose type O-glycan biosynthesis,2.4.1.313
map00515,Mannose type O-glycan biosynthesis,2.8.2.-
map00515,Mannose type O-glycan biosynthesis,2.4.1.38
map00514,Other types of O-glycan biosynthesis,2.4.1.255
map00514,Other types of O-glycan biosynthesis,2.4.1.41
map00514,Other types of O-glycan biosynthesis,2.4.1.221
map00514,Other types of O-glycan biosynthesis,2.4.1.22
map00514,Other types of O-glycan biosynthesis,2.4.1.222
map00514,Other types of O-glycan biosynthesis,2.4.3.1
map00514,Other types of O-glycan biosynthesis,2.4.3.6
map00514,Other types of O-glycan biosynthesis,2.4.1.109
map00514,Other types of O-glycan biosynthesis,2.4.2.42
map00514,Other types of O-glycan biosynthesis,2.4.1.376
map00514,Other types of O-glycan biosynthesis,2.4.1.50
map00514,Other types of O-glycan biosynthesis,1.14.11.4
map00514,Other types of O-glycan biosynthesis,2.4.2.62
map00514,Other types of O-glycan biosynthesis,2.4.1.-
map00514,Other types of O-glycan biosynthesis,2.4.1.90
map00514,Other types of O-glycan biosynthesis,2.4.1.122
map00514,Other types of O-glycan biosynthesis,2.4.2.63
map00514,Other types of O-glycan biosynthesis,2.4.1.38
map00514,Other types of O-glycan biosynthesis,2.4.1.66
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,C00053
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,C00054
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,C00401
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,C01490
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,C02189
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.226
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.134
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,5.1.3.19
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.2.26
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.133
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.174
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.175
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.8.2.-
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.8.2.17
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.8.2.5
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.8.2.35
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.4.1.135
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,2.8.2.33
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,C00033
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,C00053
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,C00054
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,C02189
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.134
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.224
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.8.2.23
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.8.2.30
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,3.5.1.-
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.8.2.29
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.2.26
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.133
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.8.2.-
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.223
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.135
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,5.1.3.17
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.4.1.225
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,2.8.2.8
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.22
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.3.6
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.3.2
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.-
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.8.2.-
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.68
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.149
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.90
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.8.2.21
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.3.4
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.275
map00533,Glycosaminoglycan biosynthesis - keratan sulfate,2.4.1.38
map00531,Glycosaminoglycan degradation,C00426
map00531,Glycosaminoglycan degradation,C00573
map00531,Glycosaminoglycan degradation,C00634
map00531,Glycosaminoglycan degradation,C00925
map00531,Glycosaminoglycan degradation,3.2.1.35
map00531,Glycosaminoglycan degradation,3.2.1.31
map00531,Glycosaminoglycan degradation,3.1.6.12
map00531,Glycosaminoglycan degradation,3.2.1.23
map00531,Glycosaminoglycan degradation,3.2.1.52
map00531,Glycosaminoglycan degradation,3.2.1.166
map00531,Glycosaminoglycan degradation,3.1.6.13
map00531,Glycosaminoglycan degradation,3.2.1.76
map00531,Glycosaminoglycan degradation,3.10.1.1
map00531,Glycosaminoglycan degradation,3.2.1.50
map00531,Glycosaminoglycan degradation,3.1.6.4
map00531,Glycosaminoglycan degradation,2.3.1.78
map00531,Glycosaminoglycan degradation,3.2.1.-
map00531,Glycosaminoglycan degradation,3.1.6.14
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,C00154
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,C00346
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,C00350
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,C01194
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,3.1.4.50
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2.4.1.198
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,3.1.-.-
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2.4.1.-
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,3.-.-.-
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2.7.-.-
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,3.5.1.89
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2.3.-.-
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.206
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.69
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.-
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.152
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.150
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.87
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.22
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.3.6
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.3.2
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.3.8
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.149
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.228
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.86
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.79
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.90
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.146
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.40
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.3.4
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.275
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.38
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series,2.4.1.37
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,3.2.1.22
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.69
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.152
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,3.2.1.52
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,3.2.1.49
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.3.2
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.3.8
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.87
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.88
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.228
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.79
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.1.-
map00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.4.3.4
map00604,Glycosphingolipid biosynthesis - ganglio series,2.3.1.-
